name,area,address,cost,timings,rating,cuisines,contact,highlights
Hotel Sandarshini,M.G. Road,"Park Lane Square, M.G. Road, Secunderabad",₹350,7:30 AM to 11 PM,2.5,"North Indian, South Indian, Chinese",040 42208204,
Hyderabad House,Attapur,"Pillar 147, Hyderaguda Cross Roads, Attapur, Hyderabad",₹150,"2 PM to 12 Midnight (Mon),1 PM to 12:30 AM (Tue-Sun)",3.8,"North Indian, Biryani, Chinese, Mughlai","040 64573849, 040 64581553",
Reddy's Grill N Gravies,Malkajgiri,"Beside Indane Gas Office, Anandbagh Cross Road, Malkajgiri, Secunderabad",₹650,10 AM to 11 PM,3.6,"North Indian, Chinese","+91 9000035545, +91 9985544160",
Siddique Kabab Centre,Lingampally,"BHEL Crossroads, Lingampally, Hyderabad",₹150,7 AM to 12 Midnight,3.2,"North Indian, Mughlai",+91 9966668562,
Masqati Ice Cream,Tolichowki,"Opposite Yousuf Tekri Food Court, Salarjung Colony, Tolichowki Main Road, Tolichowki, Hyderabad","₹2,500",8 AM to 10 PM,3.3,"Ice Cream, Desserts","040 24561039, 040 24525186",Desserts and Bakes
Almas Multicuisine Restaurant,Yousufguda,"Opposite HDFC Bank, Krishna Nagar, Yousufguda, Hyderabad",₹650,12 Noon to 12 Midnight,3.5,"Biryani, Charcoal Grill, North Indian, Chinese, Hyderabadi, Arabian","040 66362210, 040 65550139",
Friends Shawarma,Banjara Hills,"Nagarjuna Cross Road, Road 3, Banjara Hills, Hyderabad",₹650,9 AM to 11 PM,2.9,Arabian,+91 8801355126,
Dublin - ITC Kakatiya,Begumpet,"ITC Kakatiya, 6-3-1187, Begumpet, Hyderabad","₹2,500","7 PM to 11:45 PM (Wed-Fri, Sun), 7 PM to 10:45 PM (Sat), Mon & Tue Closed",2.4,Finger Food,040 33194208,"Valet Parking Available, Wifi, Nightlife"
Hotel Sri Ratna,ECIL,"Opposite Sai Ratna Hotel, ECIL Cross Road, ECIL, Secunderabad",₹750,8 AM to 10 PM,3.7,"Chinese, North Indian, Biryani","040 64444540, 040 64444529",
Aala Boom,Mehdipatnam,"Maraj Complex, 1st Floor, Mehdipatnam, Hyderabad",₹300,7:30 AM to 11 PM,2.4,"North Indian, Mughlai, Chinese, Fast Food, Arabian","040 66564778, +91 9966182400",Outdoor Seating
Bistro by Bottles & Chimney,Begumpet,"1-103/3, Cargo Office Complex, Opposite Old Airport, Begumpet, Hyderabad",₹650,12 Noon to 12 Midnight,2.9,"Chinese, Continental, North Indian","+91 9581450000, +91 9985870000","Valet Parking Available, Smoking Area, Nightlife, Outdoor Seating, Wifi"
Pasandh Multicuisine Restaurant,Habsiguda,"Street 8, Brindavan Colony, Habsiguda, Hyderabad",₹350,12 Noon to 10:30 PM,3.5,"North Indian, Chinese, Mughlai","040 27174555, +91 9030990099",
Hotel Sanman,Tarnaka,"Tarnaka Cross Road, Tarnaka, Hyderabad",₹250,7 AM to 11 PM,3.4,"South Indian, North Indian",040 27003654,
Prem Di Rasoi,Abids,"5-8-457, 1st Floor, Chirag Ali Lane, Abids, Hyderabad",₹500,10 AM to 11:30 PM,3.3,"North Indian, Chinese","+91 9849267199, +91 9246298331",
Mr & Mrs Idly,Gachibowli,"3rd Floor, SLN Terminus, Gachibowli, Hyderabad",₹700,10:30 AM to 10:30 PM,3.1,South Indian,040 29800092,
Reliance Bakery,Begumpet,"Beside SBI Begumpet Branch, Old Airport Road, Begumpet, Hyderabad",₹700,11:30 AM to 11 PM,3.7,"Bakery, Fast Food, Desserts","040 27767558, 040 66317558",Desserts and Bakes
WeCafe,Kothaguda,"Ground Floor, Signature Towers, Kothaguda Road, Kothaguda, Hyderabad",₹200,7:30 AM to 10:30 PM,3.4,Cafe,040 33165682,"Wifi, Desserts and Bakes"
The Original Shawarma,S R Nagar,"Om Plaza, Opposite Community Hall, SR Nagar Main Road, S R Nagar, Hyderabad",₹300,9 AM to 11 PM,3.6,Lebanese,"+91 8142420008, +91 8142425533","Outdoor Seating, Wifi"
Cascade - Coffee Shop - Ebony Boutique Hotel,Jubilee Hills,"Ebony Boutique Hotel, 8-2-120/C/98/1 & 2, Road 2, Jubilee Hills, Hyderabad",₹150,"12 Noon to 4 PM, 7 PM to 11:30 PM",3.4,"North Indian, Chinese, Continental",+91 9248008814,"Valet Parking Available, Wifi, Buffet"
Roll Darbar,Gachibowli,"Telecom Nagar, Near Commisioner's Office, Gachibowli, Hyderabad",₹150,5 PM to 10 PM,3.4,Fast Food,040 33165057,
Siraj's International Fruit Juices,Mehdipatnam,"Opposite Humayun Nagar Police Station, Mehdipatnam, Hyderabad",₹400,7:30 PM to 11:45 PM,2.6,"Juices, Beverages",+91 9849576355,
Iceberg,Jubilee Hills,"8-2-293/82/A/738, Plot 738, Road 37, Jubilee Hills, Hyderabad",₹650,5 PM to 3 AM (Mon-Sun),3.4,"Ice Cream, Desserts",+91 9177777051,"Smoking Area, Wifi, Outdoor Seating, Desserts and Bakes"
Nausheen Juice Centre,Chandrayanagutta,"Opposite Masjid Farooq-e-Azam, Chandrayanagutta Main Road, Chandrayanagutta, Hyderabad",₹150,7 AM to 10 PM,3.4,"Juices, Beverages",+91 9032558332,
Fat Cow Creamery,Banjara Hills,"Location Varies, Banjara Hills, Hyderabad",₹650,6 AM to 10:30 PM,3.6,"Ice Cream, Desserts",+91 7036111213,"Desserts and Bakes, No Parking Available"
Floating Ice Bakers,Gachibowli,"Plot 58/2, Near State Bank Of India, Gowlidoddi, Gachibowli, Hyderabad",₹400,"11:30 AM to 3:30 PM, 7 PM to 10 PM",3.8,"Bakery, Desserts, Fast Food",040 65643131,"Wifi, Outdoor Seating, Desserts and Bakes"
Elephant Restaurant,Shamirpet,"Near National Industrial Security Academy, Opposite Hakimpet Bus Depot, Shamirpet, Hyderabad",₹200,11:30 AM to 12 Midnight,3.7,"Chinese, North Indian, Biryani",+91 7093028999,
Delhi Mithaiwala,Ameerpet,"7-1-164, Ameerpet Circle, Ameerpet, Hyderabad",₹450,11 AM to 11 PM,3.6,Mithai,040 23730712,Desserts and Bakes
Flavours,Kondapur,"SMR Vinay Technopolis, Below ICICI Bank, Beside Google, Kondapur, Hyderabad",₹700,"12 Noon to 3:30 PM, 7 PM to 11 PM",3.6,"North Indian, Chinese","040 42212424, +91 9912368653",Wifi
Big Byte,Moti Nagar,"13-1-212/A, Rajeev Nagar Opposite Spencer's Super Market, Moti Nagar, Hyderabad",₹250,11 AM to 11 PM (Mon-Sun),3.9,"Bakery, Desserts, Fast Food","040 40206932, +91 8978631093",Desserts and Bakes
BLOCK 22,Hitech City,"Near Hitex Exhibition Center, Izzatnagar, Hitech City Road, Hitech City, Hyderabad",₹450,11 AM to 11 PM,2.7,"Thai, Continental, Italian","+91 9391522222, +91 9391533333","Smoking Area, Wifi"
Mithaiwala,Dilsukhnagar,"Beside Heritage Mart, Gaddianaram, Dilsukhnagar, Hyderabad",₹450,7 AM to 10 PM,3.3,"Desserts, Street Food",040 33194154,"Vegetarian Friendly, Desserts and Bakes"
Venkeys Veg Restaurant,Nampally,"39, Public Garden Road, Nampally, Hyderabad",₹150,8 AM to 10 PM,2.6,"South Indian, North Indian, Chinese","040 66667066, +91 9700790080","Live Sports Screening, Buffet"
Hyderabad Grill,Masab Tank,"10-1-17, Dana Chamber, Masab Tank, Hyderabad",₹450,12 Noon to 11 PM,3.2,"Hyderabadi, Mughlai",040 23327861,
Diwakar Bengali and North Indian,Kondapur,"Near Sai Baba Temple, Kondapur, Hyderabad",₹400,7 AM to 12 Midnight,3.4,"North Indian, Bengali","+91 9052460558, +91 9030876477",
Grand Bawarchi,Malakpet,"TV Tower Cross Road, Moosarambagh, Malakpet, Hyderabad",₹700,11 AM to 11 PM,3.1,"Biryani, Hyderabadi, North Indian, Chinese","040 66689741, +91 9849141853",
Softy Den,Abids,"Near Rosary Convent High School, Gunfoundry, Abids, Hyderabad","₹1,000",10 AM to 10:30 PM,3.4,"Ice Cream, Fast Food",040 64589297,Desserts and Bakes
Hop In,Gachibowli,"Ground Floor, SLN Terminus, Gachibowli, Hyderabad",₹350,9:30 AM to 9:30 PM,2.7,Fast Food,+91 8008509920,
Chandini Family Dhaba,Medchal Road,"NCL Enclave, Plot 12, Medchal Road, Hyderabad","₹2,500",12 Noon to 11 PM,3.4,"North Indian, Chinese","+91 9391074771, +91 9866496661",Outdoor Seating
Food Xpress,Malkajgiri,"Opposite Katta Maisamma Temple, Mini Tank Bund, Safilguda, Malkajgiri, Secunderabad",₹150,11:30 AM to 11 PM,2.9,"South Indian, North Indian, Chinese",040 27223411,
Cafe Coffee Day - The Lounge,Banjara Hills,"Ground Floor, Building 5, Road 10, Near Rainbow Hospital, Banjara Hills, Hyderabad",₹550,7:30 AM to 11 PM,3.4,Cafe,+91 9390504638,Wifi
Aquarius,Jubilee Hills,"Plot 724 - A, Road No 37, Jubilee Hills, Hyderabad",₹150,9 AM to 11 PM,3.6,Continental,"+91 7416066270, +91 7995465691","Smoking Area, Live Music, Outdoor Seating, Wifi"
Go Fresh - The Pizza House,Malkajgiri,"Anandh Bagh Cross Road, My Shop Market, Malkajgiri, Secunderabad",₹650,7 AM to 10 PM,2.5,"Pizza, Fast Food",+91 7799680807,
Kebab-E-Bahar - Taj Banjara,Banjara Hills,"Taj Banjara, Road 1, Banjara Hills, Hyderabad",₹350,11 AM to 10:30 PM,2.7,"North Indian, Hyderabadi",040 66669999,"Outdoor Seating, Luxury Dining, 4/5 Star"
Chai Kahani,Madhapur,"The Street, 100 Feet Road, Siddhi Vinayak Nagar, Madhapur, Hyderabad","₹1,500",5 AM to 11 PM,2.8,Tea,040 33165191,"Wifi, Vegan Options, Live Sports Screening, Outdoor Seating, Smoking Area"
Sarvi Bakers & Restaurant,Mehdipatnam,"12-2-825/6/1, Mehdipatnam Ring Road, Mehdipatnam, Hyderabad",₹500,11 AM to 11:30 PM,3.0,"Bakery, Street Food","040 65191114, 040 23311680",Desserts and Bakes
Swathi Restaurant,Basheer Bagh,"3-5-869 To 872, Near Apollo Hospitals, MLA Quarters, Hyderguda, Basheer Bagh,  Hyderabad",₹800,10 AM to 10:30 PM,2.6,"North Indian, South Indian, Chinese, Italian","040 23230741, 040 30224184",
Shree Shyam Nivas,M.G. Road,"Opposite Mahesh Bank, Near Gujarati Jain Temple, M.G. Road, Secunderabad",₹200,7 AM to 11 PM,3.5,North Indian,040 27712350,
9GRILL,Gachibowli,"Lane Opposite to Care Hospital, Gachibowli, Hyderabad",₹300,9 AM to 10 PM,3.3,"North Indian, Andhra","040 65539295, +91 7702701290",Valet Parking Available
Dolphins Curries Point,A S Rao Nagar,"Opposite VCO Bank, Behind Radhika Theatre, Dr AS Rao Nagar Road, A S Rao Nagar, Secunderabad",₹550,8 AM to 10 PM,3.5,"Street Food, North Indian, Chinese","040 42301011, +91 9291122888",
The Address,Jubilee Hills,"Beside The Farm Cafe, Opposite Croma, Road 36, Jubilee Hills, Hyderabad",₹950,10 AM to 12 Midnight,3.3,Continental,040 65868444,"Outdoor Seating, Valet Parking Available, Wifi, 4/5 Star"
Delicious Corner,Gachibowli,"Ramky Towers, Opposite Rolling Hills, Near Deloitte, Gachibowli, Hyderabad",₹700,12 Noon to 11 PM,2.7,"Chinese, North Indian, Biryani",040 33165674,
Ambitto,Somajiguda,"6-3-1090/1/2/A, Raj Bhavan Road, Somajiguda, Hyderabad",₹450,7:45 AM to 9:30 PM,3.4,"Cafe, Continental, Chinese, Italian",+91 9985764058,"Wifi, Outdoor Seating, Smoking Area"
Udupy's Ahar,Kukatpally,"LIG 84, Anu Plaza, Dharma Reddy Colony,  JNTU, Phase 1, KPHB, Kukatpally, Hyderabad",₹200,"12 Noon to 3:30 PM, 6:30 PM to 10:30 PM",3.5,South Indian,"040 23751144, 040 23159555",
Agra Sweets,Kothaguda,"Ratnadeep Supermarket, Kothaguda, Hyderabad",₹800,6:30 AM to 9:30 PM,3.6,"Desserts, Street Food",040 64560202,Desserts and Bakes
WOK Republic,Gachibowli,"Plot 292, Diamond Hills, Gachibowli, Hyderabad",₹600,11 AM to 11 PM,2.8,"Chinese, Japanese, Thai",040 33165804,
Cafe Cilantro,Hitech City,"Inside Mind Space, Hitech City, Hyderabad",₹800,12 Noon to 11 PM,3.3,"Cafe, Chinese, Continental, Italian, North Indian",040 33165730,"Free Parking, Smoking Area, Buffet"
Shivani,Gachibowli,"Opposite Cyberabad Police Commissinerate Office, Gachibowli, Hyderabad",₹350,1 PM to 2 AM,3.5,"North Indian, Biryani, Chinese, Seafood","040 65123555, 040 65124555",
Moon Bean Cafe,Malakpet,"Opposite Tanishq,Tirumala Hills, Malakpet, Hyderabad",₹500,12 Noon to 12 Midnight,3.2,"Chinese, Fast Food",+91 9642888881,"Outdoor Seating, Smoking Area, Live Sports Screening, Wifi"
Fresh Loaf,Banjara Hills,"2nd Floor, Qmart, Opposite TV9 News Channel, Road 2, Banjara Hills, Hyderabad",₹250,7 PM to 10:30 PM,2.4,"Bakery, Desserts",040 42417293,Desserts and Bakes
Rayalaseema Chefs,Kukatpally,"Beside HDFC Bank, Phase 6 & 9 Road, KPHB Colony, Kukatpally, Hyderabad",₹500,5 PM to 12 Midnight,3.8,"Andhra, North Indian, Chinese","040 69992525, +91 9246353435",
New Zee Family Dhaba,Medchal Road,"Medchal Highway, Medchal Road, Hyderabad",₹200,9 AM to 10 PM,2.8,"North Indian, Chinese","+91 9392488486, +91 9989112999",Outdoor Seating
Four Square - Best Western Ashoka,Lakdikapul,"6-1-70, Best Western Ashoka, Lakdikapul, Hyderabad",₹300,12 Noon to 11 PM,3.4,"North Indian, Chinese, South Indian, Continental","+91 9888887632, 044 66510222",Valet Parking Available
Step 'N' Eat Bakers,Narayanguda,"3-4-448/3, YMCA, Near Reddy Womens College, Narayanguda, Hyderabad",₹700,11 AM to 11 PM,3.7,"Juices, Fast Food, Bakery",040 64503322,Desserts and Bakes
Kamat Hotel,Nampally,"Near Nampally Station, Furniture Lane, Nampally, Hyderabad",₹400,9 AM to 11 PM,2.8,"North Indian, South Indian, Fast Food","040 27764242, 040 27765151",
Momos Food Stop,Nacharam,"Near St. Pius Women Degree College, VST Colony, Road 4, Eseva lane, Nacharam, Secunderabad",₹400,10 AM to 10 PM,3.5,"Street Food, Chinese","+91 9963687521, +91 8121276077",
Mughal Restaurant,Khairatabad,"6-1-1059/1/5-9, Habeeb Mansion, Opposite Vasavi Hospital, Khairatabad, Hyderabad","₹1,500",11 AM to 11 PM,3.4,"North Indian, Chinese","040 65555036, 040 23234560",
Darleys Ice Cream,Ameerpet,"Sanali Pearl Complex, Opposite Big Bazaar, Ameerpet, Hyderabad",₹350,11:45 AM to 12 Midnight,2.5,"Ice Cream, Desserts, Fast Food",040 66785786,Desserts and Bakes
The Baker's Street,A S Rao Nagar,"LIG B 217, Lane Beside Goodluck Cafe, A S Rao Nagar, Secunderabad",₹250,8 AM to 10:30 PM,3.2,"Bakery, Desserts, Fast Food","+91 8801221234, +91 8801331234","Desserts and Bakes, Outdoor Seating"
Kubeera Palace,Himayath Nagar,"Hotel Millenium, 5,6,7 Floor, MPM Millenium, Wajihuddin Estate, Opposite Minerva Coffee Shop, Himayath Nagar, Hyderabad",₹550,11 AM to 11 PM,3.7,"North Indian, Chinese, South Indian","040 67196719, +91 7093003390","Valet Parking Available, Wifi, Live Sports Screening, Smoking Area, Buffet"
WholeMeal,Madhapur,"Plot 23, Ayyappa society, Madhapur, Hyderabad",₹400,12 Noon to 3:30 PM,2.5,"Healthy Food, Salad",040 33165691,
Lava,Jubilee Hills,"1264, Road 63/A, Behind Reliance Trends, Jubilee Check Post, Jubilee Hills, Hyderabad",₹700,12:30 PM to 12 Midnight,3.1,"Bakery, Desserts",040 33194223,"Free Parking, Kid Friendly, Self Service, Wifi, Outdoor Seating, Disabled Friendly, Smoking Area, Desserts and Bakes"
Spin Bottle & Bowling,Banjara Hills,"Ground Floor, Cinemax Building, RK Cineplex, Road 2, Banjara Hills, Hyderabad",₹600,12 Noon to 12 Midnight,3.3,Finger Food,"040 65280001, 040 23551339","Wifi, Nightlife"
Shaikh Al Mandi,Tolichowki,"8-1-400/60&61, West Field Center, Deluxe Colony, Near Galaxy Theatre, Tolichowki, Hyderabad",₹300,11 AM to 10:30 PM,2.9,"Arabian, Juices","+91 9100581972, +91 9100581973",
Cinderella Bakery,Bowenpally,"Diamond Point, Manovikas Nagar, Bowenpally, Secunderabad","₹1,800","12 Noon to 3:30 PM, 6:30 PM to 10:30 PM (Mon-Thu), 12 Noon to 10:30 PM (Fri-Sun)",3.6,"Bakery, Desserts",+91 9177110086,Desserts and Bakes
Chen's Chinese Room,Bowenpally,"Plot 18, Cantonment Co-op Housing Society, Sikh Road, Bowenpally, Secunderabad",₹900,7:30 AM to 10:30 PM,2.5,"Chinese, Seafood","040 65449795, 040 27897047",
RV Spice,Kukatpally,"MIG 13/1, Opposite Kalanjali Showroom, Phase 3, JNTU Road, Kukatpally, Hyderabad","₹2,000",7 AM to 12 Midnight (Mon-Sun),3.2,South Indian,"040 65883336, +91 9849622005",
Hotel Indu,Hafeezpet,"1-58/A/8, S.S. Heights, Madinaguda, Hafeezpet, Hyderabad","₹2,200","12 Noon to 10 PM (Mon-Fri), 10 AM to 10 PM (Sat-Sun)",3.5,"North Indian, Chinese","040 40203055, +91 9550338833",
Flames,Masab Tank,"Opposite JNTU, Beside Golkonda Hotel, Saifabad Road, Masab Tank, Hyderabad",₹300,11 AM to 11 PM,2.8,"Chinese, North Indian","+91 7702577178, +91 9949722788",Outdoor Seating
Spizza,Jubilee Hills,"Syala Drive In, Plot 265, Road 10, Beside HDFC Bank, Jubilee Hills, Hyderabad",₹950,"11 AM to 3 PM, 7 PM to 11 PM",3.4,Italian,+91 9959942211,"Outdoor Seating, Wifi"
Amethyst - Bombay Duck,Jubilee Hills,"Rooftop, Bombay Duck, Road 10, Jubilee Hills, Hyderabad",₹750,12 Noon to 10:30 PM,3.4,"Finger Food, Italian",,"Outdoor Seating, Smoking Area, Zomato Fulfilled Delivery, Live Music, Valet Parking Available, Wifi, Nightlife, Cocktail"
4 Seasons,Film Nagar,"B-91, Near Apollo Hospital, Film Nagar, Hyderabad",₹600,11 AM to 10:30 PM,3.6,"Mughlai, North Indian, Seafood",040 33165723,Wifi
Spice Junxion - Taj Deccan,Banjara Hills,"Taj Deccan, Road 1, Banjara Hills, Hyderabad",₹200,8 AM to 11 PM,3.1,South Indian,040 66663939,4/5 Star
Underdeck - Taj Banjara,Banjara Hills,"Taj Banjara, Road 1, Banjara Hills, Hyderabad",₹550,12 Noon to 12 Midnight,3.6,"Chinese, North Indian",040 66669999,"4/5 Star, Nightlife"
Bakers 'Q',Amberpet,"2-2-647/182, Beside Azam Complex, Shivam Road, Amberpet, Hyderabad",₹600,11 AM to 9:30 PM,3.6,"Bakery, Fast Food, Desserts",+91 9246183163,Desserts and Bakes
Bar One,Ameerpet,"Plot 7-1-209, Ram Mirra Tower, Balkampet, Ameerpet, Hyderabad",₹500,7 AM to 11 PM (Mon-Sun),3.3,"North Indian, Chinese","040 23734936, 040 66682228",
Suruchi Restaurant,Habsiguda,"Street 8, Near Metro Station, Habsiguda Circle, Habsiguda, Hyderabad",₹350,11:30 AM to 1 AM,3.3,"North Indian, Chinese, Biryani","040 65155355, +91 9701691660",
Crystal Coffee Club,Nallakunta,"1st - 2n Floor, Crystal Building, RTC Cross Road, Nallakunta, Hyderabad",₹700,"11 AM to 11 PM (Mon), 11 AM to 9 PM (Tue-Thu, Sun), 12 Noon to 9 PM (Fri-Sat)",3.1,"North Indian, Chinese, South Indian",040 33165259,"Vegetarian Friendly, Free Parking, Disabled Friendly, Valet Parking Available"
Cane Xpress,A S Rao Nagar,"Plot 2, Maruti Arcade, Near Poulomi Hospital, A S Rao Nagar, Secunderabad",₹600,4 PM to 10 PM,3.3,"Beverages, Juices",+91 9391490048,
Zaika - Hotel Deccan Heritage,Abids,"Hotel Deccan Heritage, Opposite Jaya International Hotel, Reddy Hostel Lane, Hanuman Tekdi, Abids, Hyderabad",₹500,11 AM to 11 PM,3.3,"North Indian, Chinese, Biryani","040 24766888, 040 24765888",Valet Parking Available
Shree Santosh Family Dhaba,Himayath Nagar,"3-5-890, Paras Chambers, Telugu Academy Lane, Himayath Nagar, Hyderabad",₹900,7 AM to 12 Midnight,3.7,"North Indian, Chinese",040 33165810,Vegetarian Friendly
Ta Ra Rum Pum,Miyapur,"Sri Kalyan Arcade, Near Roshini Dresses, Miyapur, Hyderabad",₹500,12 Noon to 12 Midnight,2.7,"North Indian, South Indian, Chinese","+91 8885600546, 040 40173814","Wifi, Vegetarian Friendly, Free Parking"
Marinos 7 Eleven,Padmarao Nagar,"6-1-107, Shop 7, Jayachandra Enclave, Padmarao Nagar, Secunderabad",₹500,11 AM to 12 Midnight,3.3,"Fast Food, Desserts, Ice Cream",040 65355959,Desserts and Bakes
Dakshina Mandapa - Taj Mahal Hotel,Abids,"Taj Mahal Hotel, 4-1-999, Abids Road, Abids, Hyderabad",₹450,11 AM to 10 PM,3.7,"South Indian, North Indian, Chinese","040 66120606, 040 24758250",Buffet
Mataam Arabian Al -Azlan Restaurant,Tolichowki,"Yunus Plaza, Beside Reliance Mart, Tolichowki, Hyderabad",₹800,8 AM to 12 Midnight,2.6,Arabian,"+91 9966668767, +91 9581230606",
Al-Marhaba Restaurant,Lingampally,"BHEL Crossroads, Opposite SBI Bank, Lingampally, Hyderabad",₹450,10 AM to 10:30 PM,2.6,Arabian,+91 9700057330,
Aangan - Yatri Nivas,S P Road,"Yatri Nivas, 1-8-180/B, S P Road, Secunderabad",₹350,4 PM to 10:30 PM,3.2,"North Indian, Mughlai, Chinese","040 23461855, +91 9951229271",Wifi
Flavors Lounge,Madhapur,"1-98/14/A, Opposite Hitech Theater, Arundaya Colony, Madhapur, Hyderabad",₹200,12 Noon to 11 PM (Mon-Sun),3.6,"Biryani, North Indian, Chinese","040 40188599, +91 7337322101","Free Parking, Wifi"
Bits & Bytes - Aalankrita Resort,Shamirpet,"Aalankrita Resort, Thumkunta Village, Karimnagar Main Road, Shamirpet, Hyderabad",₹300,8 AM to 10:30 PM,3.4,"Cafe, Desserts","+91 9948577000, +91 8418247464","Wifi, Outdoor Seating, Desserts and Bakes"
Chak De,Gachibowli,"2-61/E, Opp. Furniture world, Beside old Axis Bank Building, Near Outer Ring Road Circle, Kondapur Road, Gachibowli, Hyderabad",₹600,11 AM to 6:30 PM,3.7,"South Indian, Fast Food",+91 9951139939,"Valet Parking Available, Wifi, Outdoor Seating"
Goli Vada Pav No 1,Kondapur,"Opposite Medplus, Sri Ram Nagar, Near Chirec Public School, Kondapur, Hyderabad",₹850,6 AM to 11 PM,3.7,Street Food,+91 7702477494,
Blues,Banjara Hills,"Plot 299,  Road 14, Bhagyanagar Studio, Banjara Hills, Hyderabad","₹1,200",9:30 AM to 12 Midnight,3.2,"North Indian, Chinese, Seafood, Biryani","040 23543720, +91 9133300715","Wifi, Outdoor Seating"
Sarkar's Kitchen,Madhapur,"1, Maruti Residency, Ayappa Society, Madhapur, Hyderabad",₹500,11 AM to 11 PM,3.4,"North Indian, Bengali",+91 8886048206,
Sree Siddharth Fast Food,Sainikpuri,"834, Defence Colony, Sainikpuri, Secunderabad",₹600,12 Noon to 11 PM,3.3,"North Indian, Chinese","+91 9848776679, +91 9700107085",Outdoor Seating
Roll Zone,Gachibowli,"Opposite DLF Gate 2, Gachibowli, Hyderabad",₹250,11 AM to 1 AM,3.5,Fast Food,+91 9959545449,Buffet
Tipsy Topsy Bakers,Ameerpet,"Ground Floor, Shree Swathi Anukar Complex, Beside Aditya Trade Centre, Ameerpet, Hyderabad",₹550,7 AM to 2 AM,2.7,"Bakery, Street Food, Chinese",+91 9849184088,"Outdoor Seating, Desserts and Bakes, No Parking Available"
Lucky Restaurant,Miyapur,"Plot No 3 &9, Bollaram Road, Miyapur, Hyderabad",₹450,11 AM to 12 Midnight,3.3,"North Indian, Chinese, Biryani","+91 7337557553, +91 7337557554",Outdoor Seating
Meghavi O Cafe,Banjara Hills,"34 A, MLA Colony, Road 12, Banjara Hills, Hyderabad",₹350,10 AM to 10 PM,3.5,"Healthy Food, Continental","+91 7893088339, 040 23337890","Zomato Fulfilled Delivery, Outdoor Seating"
TAG - The American Grill,Jubilee Hills,"Plot 128/A, Road 11, Behind Wheelocity, Jubilee Hills, Hyderabad",₹600,10 AM to 11 PM,3.5,"American, Continental, Italian","+91 9133367555, +91 9849778899","Valet Parking Available, Smoking Area, Live Sports Screening, Outdoor Seating"
Feast Xpress,Jubilee Hills,"Near Gate 4, KBR Park, Road 1, Jubilee Hills, Hyderabad",₹800,11 AM to 9 PM,2.4,"Lebanese, Fast Food, Mughlai",040 65555344,Outdoor Seating
Mostly Momo - The Chinese Tea House,Himayath Nagar,"3-6-10, Next To Alex's Kitchen, Himayath Nagar, Hyderabad",₹550,07:30 AM to 10:30 PM,3.6,Chinese,"040 64568168, +91 9177277272",
Apnar Kolkata,Miyapur,"Hema Durga Plaza, Beside More Retail, Kondapur Road, Miyapur, Hyderabad",₹300,11 AM to 11 PM,2.5,"Bengali, Mithai",+91 7416889069,"Desserts and Bakes, No Parking Available"
Singh's Pure Veg Restaurant,M.G. Road,"1-6-62, Near Mahatma Gandhi Statue, M.G. Road, Secunderabad",₹100,"11:30 AM to 3 PM, 6 PM to 11 PM",3.5,"North Indian, Chinese",040 65505920,
Adam's Victoria Restaurant,Tolichowki,"Opposite Galaxy Theatre, Tolichowki, Hyderabad",₹500,12 Noon to 12 Midnight,3.5,"Biryani, North Indian, Hyderabadi",+91 9346652986,
Food Zone 3,Tolichowki,"Beside More Super Market, Galaxy Theatre Lane, Tolichowki Main Road, Tolichowki, Hyderabad",₹150,6:30 PM to 11:30 PM,3.2,"North Indian, Chinese","040 65517744, +91 9963929235",
Rock Stone Ice Cream Factory,Himayath Nagar,"Ground Floor, Skill Spectrum Building, Opposite Dadu's Sweet House, Himayath Nagar, Hyderabad",₹500,12 Noon to 11 PM,3.3,"Desserts, Ice Cream",040 66465350,"Wifi, Desserts and Bakes, No Parking Available"
Chai Shop - Taj Banjara,Banjara Hills,"Taj Banjara, Road 1, Banjara Hills, Hyderabad",₹150,1 PM to 2 AM,2.5,"Cafe, Fast Food, Street Food",040 66669999,
Kadak House,Madhapur,"Opposite Indian oil petrol pump Madhapur, Madhapur, Hyderabad",₹300,11 AM to 11 PM,2.7,"North Indian, Chinese","+91 9985602050, +91 9885484224",Smoking Area
Mountain Bakery,Banjara Hills,"Road 2, Beside Bade Masjid, Near Q - Mart, Banjara Hills, Hyderabad",₹500,"12:30 PM to 4:30 PM, 6 PM to 11 PM",3.6,"Bakery, Desserts","040 23457395, +91 9701009986",Desserts and Bakes
Chachaji Wadapav,PG Road,"Near Satguru Complex, Beside LOT Mobile, Sindhi Colony, PG Road, Secunderabad",₹250,12 Noon to 10 PM,2.7,Street Food,+91 9885558731,
Reddy's Kitchen,Malkajgiri,"Beside Balaji High School, Municipal Office Lane, Geetha Nagar, Malkajgiri, Secunderabad",₹750,10 AM to 11 PM,3.3,"North Indian, Chinese","040 27064077, +91 9949504077",
Oven Secretz,Attapur,"4-6-26/2, Pillar 136, Attapur, Hyderabad","₹1,000","7 AM to 10:30 AM, 12 Noon to 3:30 PM, 7 PM to 11 PM",3.2,"Bakery, Desserts, Fast Food, Street Food",040 33165687,"Free Parking, Desserts and Bakes"
Swishh,Banjara Hills,"8/2/120/86/9/4, Opposite Park Hyatt Hotel, Road Number 2, Banjara Hills, Hyderabad",₹250,12 Noon to 11 PM,3.6,Desserts,"+91 9985459595, +91 8885430999","Wifi, Pre-Ordering Required, Desserts and Bakes, Home Baker"
